5.3726173E-01	-4.9928331E+02	3.7397504E+04	3.2903619E+00
1.5541443E+00	6.6106305E+01	5.5969886E+03	-3.9259598E+00
8.1595343E-01	-3.4366856E+01	2.2785080E+03	1.0050999E+00
9.4306384E-01	1.2279898E+02	-1.1839435E+04	-1.0668773E-01
9.3724945E-01	1.9013311E+02	-1.9701961E+04	1.7545108E+00
8.3001480E-01	5.9139032E+01	-9.8639405E+03	7.0962875E-01
1.0657500E+00	4.5300526E+01	-3.7257802E+03	-4.9894757E-01
5.8190587E-01	4.6941424E+01	-6.8759582E+03	4.3477961E+00
7.3824503E-01	1.1221345E+01	3.1668244E+03	1.7085307E+00
7.8466590E-01	1.5060468E+01	-2.5374756E+03	1.4747985E+00
9.5581984E-01	1.2705354E+02	-1.4468456E+04	-1.5581681E-01
6.3306921E-01	-3.3284539E+02	2.4120737E+04	2.4663012E+00

