6.50300860E-01	-1.51007250E+02	-1.67238550E+04	2.16991390E+00
6.60681820E-01	-1.27418450E+02	-8.15803280E+04	2.18179070E+00
7.43683970E-01	-5.49418980E+02	2.56763760E+05	3.55539970E+00
5.16318980E-01	-1.46132020E+03	7.14461410E+05	5.58777860E+00
5.84155520E-01	-8.75335410E+02	2.08305030E+05	3.53710170E+00
7.93495030E-01	-1.33400630E+03	3.78643270E+05	2.35914740E+00
6.51477810E-01	-1.50598010E+02	-1.37467600E+04	2.18016320E+00
8.04877420E-01	9.52116470E+01	-3.67591530E+04	1.28863220E+00
6.54541420E-01	-1.01841160E+02	-3.04928560E+04	2.16724420E+00
6.22998410E-01	-1.27013580E+02	-6.99015080E+04	2.42126750E+00
8.08057880E-01	1.19821810E+02	-4.73359310E+04	9.51891930E-01
7.98192610E-01	1.79704930E+02	-5.29008890E+04	1.17976400E+00
