6.50605850E-01	2.85174490E+01	-1.66902360E+04	1.52232710E+00
6.53188790E-01	5.17387590E+01	-6.28348820E+04	1.52270450E+00
7.05043810E-01	3.62876860E+01	-7.22555500E+03	4.19216070E-01
5.16318980E-01	-1.46132020E+03	7.14461410E+05	2.15590150E+00
5.89366350E-01	-3.62234180E+02	2.33553060E+04	2.23634550E+00
5.07149930E-01	-6.89669130E+02	8.74547500E+04	3.02851550E+00
6.50605850E-01	2.85174490E+01	-1.66902360E+04	1.52232710E+00
8.04877420E-01	9.52116470E+01	-3.67591530E+04	4.88422000E-01
6.50966670E-01	1.94937630E+01	-1.32292820E+04	1.61069600E+00
6.55674890E-01	5.71061260E+01	-5.32850150E+04	1.54020630E+00
6.38395630E-01	-1.23444380E+00	-2.28858100E+04	1.80569370E+00
7.98325500E-01	1.80396260E+02	-5.32432440E+04	5.11310260E-01
